TimeStamp,Command,Response
2024-03-17 22:48:47.426364,j,Data received successfully
2024-03-17 22:48:47.481369,j,Data received successfully
2024-03-17 22:48:47.538904,r,Data received successfully
2024-03-17 22:48:47.599453,r,Data received successfully
2024-03-17 22:48:47.662449,r,Data received successfully
2024-03-17 22:48:47.765020,r,Data received successfully
2024-03-17 22:48:47.836580,r,Data received successfully
2024-03-17 22:48:47.907164,r,Data received successfully
2024-03-17 22:48:47.972157,r,Data received successfully
2024-03-17 22:48:48.043215,r,Data received successfully
2024-03-17 22:48:48.107796,r,Data received successfully
2024-03-17 22:48:48.179157,r,Data received successfully
2024-03-17 22:48:48.244671,r,Data received successfully
2024-03-17 22:48:48.314281,r,Data received successfully
2024-03-17 22:48:48.376565,r,Data received successfully
2024-03-17 22:48:48.451304,r,Data received successfully
2024-03-17 22:48:48.515021,r,Data received successfully
2024-03-17 22:48:48.578115,r,Data received successfully
2024-03-17 22:48:48.643689,r,Data received successfully
2024-03-17 22:48:48.719727,r,Data received successfully
2024-03-17 22:48:48.798217,r,Data received successfully
2024-03-17 22:48:48.863177,r,Data received successfully
2024-03-17 22:48:48.931735,r,Data received successfully
2024-03-17 22:48:48.993920,r,Data received successfully
2024-03-17 22:48:49.054623,r,Data received successfully
2024-03-17 22:48:49.114279,r,Data received successfully
2024-03-17 22:48:49.169951,r,Data received successfully
2024-03-17 22:48:49.229546,r,Data received successfully
2024-03-17 22:48:49.284612,r,Data received successfully
2024-03-17 22:48:49.342677,r,Data received successfully
2024-03-17 22:48:49.403285,r,Data received successfully
2024-03-17 22:48:49.464273,r,Data received successfully
2024-03-17 22:48:49.539865,r,Data received successfully
2024-03-17 22:48:49.608168,r,Data received successfully
2024-03-17 22:48:49.663253,r,Data received successfully
2024-03-17 22:48:49.719548,r,Data received successfully
2024-03-17 22:48:49.774559,r,Data received successfully
2024-03-17 22:48:49.840160,r,Data received successfully
2024-03-17 22:48:49.901725,r,Data received successfully
2024-03-17 22:48:49.960883,r,Data received successfully
2024-03-17 22:48:50.022605,r,Data received successfully
2024-03-17 22:48:50.081716,r,Data received successfully
2024-03-17 22:48:50.142504,r,Data received successfully
2024-03-17 22:48:50.201854,r,Data received successfully
2024-03-17 22:48:50.285784,r,Data received successfully
2024-03-17 22:48:50.353381,r,Data received successfully
2024-03-17 22:48:50.428928,r,Data received successfully
2024-03-17 22:48:50.505627,r,Data received successfully
2024-03-17 22:48:50.580837,r,Data received successfully
2024-03-17 22:48:50.652061,r,Data received successfully
2024-03-17 22:48:50.729987,r,Data received successfully
2024-03-17 22:48:50.809447,r,Data received successfully
2024-03-17 22:48:50.874494,r,Data received successfully
2024-03-17 22:48:50.937414,r,Data received successfully
2024-03-17 22:48:51.005095,r,Data received successfully
2024-03-17 22:48:51.084683,r,Data received successfully
2024-03-17 22:48:51.191241,r,Data received successfully
2024-03-17 22:48:51.267769,r,Data received successfully
2024-03-17 22:48:51.340320,r,Data received successfully
2024-03-17 22:48:51.425124,r,Data received successfully
2024-03-17 22:48:51.501022,r,Data received successfully
2024-03-17 22:48:51.565035,r,Data received successfully
2024-03-17 22:48:51.624652,r,Data received successfully
2024-03-17 22:48:51.717961,r,Data received successfully
2024-03-17 22:48:51.788981,r,Data received successfully
2024-03-17 22:48:51.848171,r,Data received successfully
2024-03-17 22:48:51.908545,r,Data received successfully
2024-03-17 22:48:51.984074,r,Data received successfully
2024-03-17 22:48:52.048451,r,Data received successfully
2024-03-17 22:48:52.122048,r,Data received successfully
2024-03-17 22:48:52.197140,r,Data received successfully
2024-03-17 22:48:52.261904,r,Data received successfully
2024-03-17 22:48:52.523818,r,Data received successfully
2024-03-17 22:48:52.602449,r,Data received successfully
2024-03-17 22:48:52.687282,r,Data received successfully
2024-03-17 22:48:52.799558,r,Data received successfully
2024-03-17 22:48:52.862570,r,Data received successfully
2024-03-17 22:48:52.920096,r,Data received successfully
2024-03-17 22:48:52.980938,r,Data received successfully
2024-03-17 22:48:53.059486,r,Data received successfully
2024-03-17 22:48:53.136449,r,Data received successfully
2024-03-17 22:48:53.208592,r,Data received successfully
2024-03-17 22:48:53.272083,r,Data received successfully
2024-03-17 22:48:53.339432,r,Data received successfully
2024-03-17 22:48:53.407249,r,Data received successfully
2024-03-17 22:48:53.469741,r,Data received successfully
2024-03-17 22:48:53.532930,r,Data received successfully
2024-03-17 22:48:53.606555,r,Data received successfully
2024-03-17 22:48:53.688286,r,Data received successfully
2024-03-17 22:48:53.783493,r,Data received successfully
2024-03-17 22:48:53.862138,r,Data received successfully
2024-03-17 22:48:53.950680,r,Data received successfully
2024-03-17 22:48:54.013796,r,Data received successfully
2024-03-17 22:48:54.099809,r,Data received successfully
2024-03-17 22:48:54.178828,r,Data received successfully
2024-03-17 22:48:54.238427,r,Data received successfully
2024-03-17 22:48:54.305880,r,Data received successfully
2024-03-17 22:48:54.386717,r,Data received successfully
2024-03-17 22:48:54.443020,r,Data received successfully
2024-03-17 22:48:54.508410,r,Data received successfully
